ablated_mean_logprob,ablated_sum_logprob,clean_mean_logprob,clean_sum_logprob,condition,gold,idx,mean_logprob_rescue,num_answer_tokens,patched_mean_logprob,patched_sum_logprob,sum_logprob_rescue,task
-0.9432268142700195,-2.8296804428100586,-0.29573988914489746,-0.8872196674346924,patch_qr,Pritzker,100923_1993.txt_ceo_lastname_190,1.0516448084272636,3,-0.2623005509376526,-0.7869016528129578,1.0516448084272636,ceo_lastname
-0.9432268142700195,-2.8296804428100586,-0.29573988914489746,-0.8872196674346924,patch_bottom,Pritzker,100923_1993.txt_ceo_lastname_190,0.0292718567972024,3,-0.924273669719696,-2.7728209495544434,0.029271887482323837,ceo_lastname
-0.9432268142700195,-2.8296804428100586,-0.29573988914489746,-0.8872196674346924,patch_same_layer,Pritzker,100923_1993.txt_ceo_lastname_190,-1.6533217073545239,3,-2.013731002807617,-6.041193008422852,-1.6533217073545239,ceo_lastname
-0.9432268142700195,-2.8296804428100586,-0.29573988914489746,-0.8872196674346924,patch_random,Pritzker,100923_1993.txt_ceo_lastname_190,-0.1878875760975669,3,-1.0648815631866455,-3.1946444511413574,-0.18788745335708115,ceo_lastname
-4.523803234100342,-9.047606468200684,-0.026395339518785477,-0.05279067903757095,patch_qr,Beard,764764_1993.txt_ceo_lastname_45,0.9934842862036793,2,-0.05569916218519211,-0.11139832437038422,0.9934842862036793,ceo_lastname
-4.523803234100342,-9.047606468200684,-0.026395339518785477,-0.05279067903757095,patch_bottom,Beard,764764_1993.txt_ceo_lastname_45,-0.0119322526923009,2,-4.577467441558838,-9.154934883117676,-0.0119322526923009,ceo_lastname
-4.523803234100342,-9.047606468200684,-0.026395339518785477,-0.05279067903757095,patch_same_layer,Beard,764764_1993.txt_ceo_lastname_45,-0.23524621408346633,2,-5.581801414489746,-11.163602828979492,-0.23524621408346633,ceo_lastname
-4.523803234100342,-9.047606468200684,-0.026395339518785477,-0.05279067903757095,patch_random,Beard,764764_1993.txt_ceo_lastname_45,-0.10519608922007058,2,-4.996912956237793,-9.993825912475586,-0.10519608922007058,ceo_lastname
-0.7934584021568298,-2.3803751468658447,-0.03700109198689461,-0.11100327223539352,patch_qr,Popham,828530_1993.txt_ceo_lastname_113,1.000150827369155,3,-0.036886997520923615,-0.11066099256277084,1.0001508257313176,ceo_lastname
-0.7934584021568298,-2.3803751468658447,-0.03700109198689461,-0.11100327223539352,patch_bottom,Popham,828530_1993.txt_ceo_lastname_113,-0.00033984050317196205,3,-0.7937154769897461,-2.3811464309692383,-0.00033986677636037597,ceo_lastname
-0.7934584021568298,-2.3803751468658447,-0.03700109198689461,-0.11100327223539352,patch_same_layer,Popham,828530_1993.txt_ceo_lastname_113,-1.129360434287088,3,-1.6477713584899902,-4.943314075469971,-1.1293604883604542,ceo_lastname
-0.7934584021568298,-2.3803751468658447,-0.03700109198689461,-0.11100327223539352,patch_random,Popham,828530_1993.txt_ceo_lastname_113,-0.2077482896025151,3,-0.9506111145019531,-2.8518333435058594,-0.20774832098277757,ceo_lastname
-1.2553496360778809,-3.7660489082336426,-0.009468023665249348,-0.02840407006442547,patch_qr,Sudikoff,799319_1993.txt_ceo_lastname_127,0.9007081508661231,3,-0.13317391276359558,-0.39952170848846436,0.900708158615247,ceo_lastname
-1.2553496360778809,-3.7660489082336426,-0.009468023665249348,-0.02840407006442547,patch_bottom,Sudikoff,799319_1993.txt_ceo_lastname_127,0.03173287321825725,3,-1.215814232826233,-3.647442579269409,0.03173290510457635,ceo_lastname
-1.2553496360778809,-3.7660489082336426,-0.009468023665249348,-0.02840407006442547,patch_same_layer,Sudikoff,799319_1993.txt_ceo_lastname_127,-1.388742603238405,3,-2.98555850982666,-8.95667552947998,-1.3887426028923668,ceo_lastname
-1.2553496360778809,-3.7660489082336426,-0.009468023665249348,-0.02840407006442547,patch_random,Sudikoff,799319_1993.txt_ceo_lastname_127,-0.15976691759361847,3,-1.4544003009796143,-4.363200664520264,-0.15976685376535657,ceo_lastname
-2.0984063148498535,-4.196812629699707,-0.01914430782198906,-0.03828861564397812,patch_qr,Goode,40878_1993.txt_ceo_lastname_19,0.988281700982542,2,-0.043509721755981445,-0.08701944351196289,0.988281700982542,ceo_lastname
-2.0984063148498535,-4.196812629699707,-0.01914430782198906,-0.03828861564397812,patch_bottom,Goode,40878_1993.txt_ceo_lastname_19,-0.0030622435036879894,2,-2.10477352142334,-4.20954704284668,-0.0030622435036879894,ceo_lastname
-2.0984063148498535,-4.196812629699707,-0.01914430782198906,-0.03828861564397812,patch_same_layer,Goode,40878_1993.txt_ceo_lastname_19,-1.1025053559081128,2,-4.390803813934326,-8.781607627868652,-1.1025053559081128,ceo_lastname
-2.0984063148498535,-4.196812629699707,-0.01914430782198906,-0.03828861564397812,patch_random,Goode,40878_1993.txt_ceo_lastname_19,-0.14229616968105277,2,-2.394277334213257,-4.788554668426514,-0.14229616968105277,ceo_lastname
-3.2320873737335205,-6.464174747467041,-0.09025350958108902,-0.18050701916217804,patch_qr,McCraw,37748_1993.txt_ceo_lastname_63,0.9912096688759628,2,-0.11787126958370209,-0.23574253916740417,0.9912096688759628,ceo_lastname
