ablated_mean_logprob,ablated_sum_logprob,clean_mean_logprob,clean_sum_logprob,condition,gold,idx,mean_logprob_rescue,num_answer_tokens,patched_mean_logprob,patched_sum_logprob,sum_logprob_rescue,task
-9.56399154663086,-19.12798309326172,-9.55749225616455,-19.1149845123291,patch_qr,Drew,812427_1993.txt_ceo_lastname_249,71.3540719002201,2,-9.100240707397461,-18.200481414794922,71.3540719002201,ceo_lastname
-9.56399154663086,-19.12798309326172,-9.55749225616455,-19.1149845123291,patch_random,Drew,812427_1993.txt_ceo_lastname_249,-25.21760821716801,2,-9.727888107299805,-19.45577621459961,-25.21760821716801,ceo_lastname
-9.56399154663086,-19.12798309326172,-9.55749225616455,-19.1149845123291,patch_bottom,Drew,812427_1993.txt_ceo_lastname_249,14.667938371239911,2,-9.468660354614258,-18.937320709228516,14.667938371239911,ceo_lastname
-9.56399154663086,-19.12798309326172,-9.55749225616455,-19.1149845123291,patch_same_layer,Drew,812427_1993.txt_ceo_lastname_249,-5.667791636096845,2,-9.600828170776367,-19.201656341552734,-5.667791636096845,ceo_lastname
-12.188441276550293,-36.56532287597656,-12.640609741210938,-37.92182922363281,patch_qr,Gressette,754737_1993.txt_ceo_lastname_200,0.5048224865174962,3,-12.416706085205078,-37.250118255615234,0.5048228346456692,ceo_lastname
-12.188441276550293,-36.56532287597656,-12.640609741210938,-37.92182922363281,patch_random,Gressette,754737_1993.txt_ceo_lastname_200,0.28965079418644135,3,-12.319412231445312,-36.95823669433594,0.28965129358830144,ceo_lastname
-12.188441276550293,-36.56532287597656,-12.640609741210938,-37.92182922363281,patch_bottom,Gressette,754737_1993.txt_ceo_lastname_200,-0.3606857147677972,3,-12.025350570678711,-36.0760498046875,-0.3606861642294713,ceo_lastname
-12.188441276550293,-36.56532287597656,-12.640609741210938,-37.92182922363281,patch_same_layer,Gressette,754737_1993.txt_ceo_lastname_200,0.00444390076202247,3,-12.190450668334961,-36.57135009765625,0.004443194600674915,ceo_lastname
-10.820388793945312,-10.820388793945312,-10.317522048950195,-10.317522048950195,patch_qr,Ross,277509_1993.txt_ceo_lastname_228,-0.13554108334249962,1,-10.888547897338867,-10.888547897338867,-0.13554108334249962,ceo_lastname
-10.820388793945312,-10.820388793945312,-10.317522048950195,-10.317522048950195,patch_random,Ross,277509_1993.txt_ceo_lastname_228,0.17093689668382345,1,-10.734430313110352,-10.734430313110352,0.17093689668382345,ceo_lastname
-10.820388793945312,-10.820388793945312,-10.317522048950195,-10.317522048950195,patch_bottom,Ross,277509_1993.txt_ceo_lastname_228,-0.10329910827735571,1,-10.872334480285645,-10.872334480285645,-0.10329910827735571,ceo_lastname
-10.820388793945312,-10.820388793945312,-10.317522048950195,-10.317522048950195,patch_same_layer,Ross,277509_1993.txt_ceo_lastname_228,-0.505990965192094,1,-11.074834823608398,-11.074834823608398,-0.505990965192094,ceo_lastname
-11.349380493164062,-34.04814147949219,-11.143594741821289,-33.430782318115234,patch_qr,Zandman,103730_1993.txt_ceo_lastname_6,2.1657320814525773,3,-10.903703689575195,-32.71110916137695,2.16572847989026,ceo_lastname
-11.349380493164062,-34.04814147949219,-11.143594741821289,-33.430782318115234,patch_random,Zandman,103730_1993.txt_ceo_lastname_6,0.4693116200609875,3,-11.252802848815918,-33.75840759277344,0.4693117148736074,ceo_lastname
-11.349380493164062,-34.04814147949219,-11.143594741821289,-33.430782318115234,patch_bottom,Zandman,103730_1993.txt_ceo_lastname_6,0.772246990017703,3,-11.190463066101074,-33.571388244628906,0.7722461489029084,ceo_lastname
-11.349380493164062,-34.04814147949219,-11.143594741821289,-33.430782318115234,patch_same_layer,Zandman,103730_1993.txt_ceo_lastname_6,0.16173730895070024,3,-11.316097259521484,-33.94829177856445,0.16173680925869857,ceo_lastname
-10.099798202514648,-20.199596405029297,-11.693646430969238,-23.387292861938477,patch_qr,Beard,764764_1993.txt_ceo_lastname_45,0.534558428884364,2,-10.951803207397461,-21.903606414794922,0.534558428884364,ceo_lastname
-10.099798202514648,-20.199596405029297,-11.693646430969238,-23.387292861938477,patch_random,Beard,764764_1993.txt_ceo_lastname_45,-0.03230714827218327,2,-10.04830551147461,-20.09661102294922,-0.03230714827218327,ceo_lastname
-10.099798202514648,-20.199596405029297,-11.693646430969238,-23.387292861938477,patch_bottom,Beard,764764_1993.txt_ceo_lastname_45,0.09908147751023023,2,-10.257719039916992,-20.515438079833984,0.09908147751023023,ceo_lastname
-10.099798202514648,-20.199596405029297,-11.693646430969238,-23.387292861938477,patch_same_layer,Beard,764764_1993.txt_ceo_lastname_45,0.09914310725190588,2,-10.257817268371582,-20.515634536743164,0.09914310725190588,ceo_lastname
-9.58749771118164,-19.17499542236328,-8.998147964477539,-17.996295928955078,patch_qr,Peterson,859257_1993.txt_ceo_lastname_146,0.26010311046671564,2,-9.434206008911133,-18.868412017822266,0.26010311046671564,ceo_lastname
-9.58749771118164,-19.17499542236328,-8.998147964477539,-17.996295928955078,patch_random,Peterson,859257_1993.txt_ceo_lastname_146,0.6629621119198418,2,-9.196781158447266,-18.39356231689453,0.6629621119198418,ceo_lastname
-9.58749771118164,-19.17499542236328,-8.998147964477539,-17.996295928955078,patch_bottom,Peterson,859257_1993.txt_ceo_lastname_146,0.2594105291774141,2,-9.434614181518555,-18.86922836303711,0.2594105291774141,ceo_lastname
-9.58749771118164,-19.17499542236328,-8.998147964477539,-17.996295928955078,patch_same_layer,Peterson,859257_1993.txt_ceo_lastname_146,0.41054212285874253,2,-9.345544815063477,-18.691089630126953,0.41054212285874253,ceo_lastname
-13.030780792236328,-13.030780792236328,-13.87230396270752,-13.87230396270752,patch_qr,Newton,55387_1993.txt_ceo_lastname_11,-0.11402752263426719,1,-12.934823989868164,-12.934823989868164,-0.11402752263426719,ceo_lastname
-13.030780792236328,-13.030780792236328,-13.87230396270752,-13.87230396270752,patch_random,Newton,55387_1993.txt_ceo_lastname_11,-0.01679961831412249,1,-13.016643524169922,-13.016643524169922,-0.01679961831412249,ceo_lastname
-13.030780792236328,-13.030780792236328,-13.87230396270752,-13.87230396270752,patch_bottom,Newton,55387_1993.txt_ceo_lastname_11,0.006992285820165662,1,-13.036664962768555,-13.036664962768555,0.006992285820165662,ceo_lastname
-13.030780792236328,-13.030780792236328,-13.87230396270752,-13.87230396270752,patch_same_layer,Newton,55387_1993.txt_ceo_lastname_11,0.030266284829686275,1,-13.05625057220459,-13.05625057220459,0.030266284829686275,ceo_lastname
-11.208292961120605,-33.6248779296875,-9.653488159179688,-28.960464477539062,patch_qr,Popham,828530_1993.txt_ceo_lastname_113,0.35730965061696063,3,-10.652746200561523,-31.958236694335938,0.3573099281290994,ceo_lastname
-11.208292961120605,-33.6248779296875,-9.653488159179688,-28.960464477539062,patch_random,Popham,828530_1993.txt_ceo_lastname_113,0.0603263999764465,3,-11.114497184753418,-33.34349060058594,0.06032641231063146,ceo_lastname
-11.208292961120605,-33.6248779296875,-9.653488159179688,-28.960464477539062,patch_bottom,Popham,828530_1993.txt_ceo_lastname_113,0.023546138790221126,3,-11.171683311462402,-33.51504898071289,0.023546143604405812,ceo_lastname
-11.208292961120605,-33.6248779296875,-9.653488159179688,-28.960464477539062,patch_same_layer,Popham,828530_1993.txt_ceo_lastname_113,-0.05481647591808044,3,-11.293521881103516,-33.88056564331055,-0.05481669158322074,ceo_lastname
-12.813736915588379,-12.813736915588379,-11.348711013793945,-11.348711013793945,patch_qr,Craig,40454_1993.txt_ceo_lastname_90,0.03836176621266496,1,-12.757535934448242,-12.757535934448242,0.03836176621266496,ceo_lastname
-12.813736915588379,-12.813736915588379,-11.348711013793945,-11.348711013793945,patch_random,Craig,40454_1993.txt_ceo_lastname_90,-0.04381876993160356,1,-12.87793254852295,-12.87793254852295,-0.04381876993160356,ceo_lastname
-12.813736915588379,-12.813736915588379,-11.348711013793945,-11.348711013793945,patch_bottom,Craig,40454_1993.txt_ceo_lastname_90,-0.14824068100906723,1,-13.030913352966309,-13.030913352966309,-0.14824068100906723,ceo_lastname
-12.813736915588379,-12.813736915588379,-11.348711013793945,-11.348711013793945,patch_same_layer,Craig,40454_1993.txt_ceo_lastname_90,-0.09896165255492319,1,-12.958718299865723,-12.958718299865723,-0.09896165255492319,ceo_lastname
-10.533504486083984,-21.06700897216797,-10.562188148498535,-21.12437629699707,patch_qr,Allender,34501_1993.txt_ceo_lastname_220,6.57844864846893,2,-10.722198486328125,-21.44439697265625,6.57844864846893,ceo_lastname
-10.533504486083984,-21.06700897216797,-10.562188148498535,-21.12437629699707,patch_random,Allender,34501_1993.txt_ceo_lastname_220,-2.977757090135319,2,-10.448091506958008,-20.896183013916016,-2.977757090135319,ceo_lastname
-10.533504486083984,-21.06700897216797,-10.562188148498535,-21.12437629699707,patch_bottom,Allender,34501_1993.txt_ceo_lastname_220,-0.3271270405958041,2,-10.524121284484863,-21.048242568969727,-0.3271270405958041,ceo_lastname
-10.533504486083984,-21.06700897216797,-10.562188148498535,-21.12437629699707,patch_same_layer,Allender,34501_1993.txt_ceo_lastname_220,2.986667553279915,2,-10.619173049926758,-21.238346099853516,2.986667553279915,ceo_lastname
-14.386175155639648,-57.544700622558594,-12.694623947143555,-50.77849578857422,patch_qr,Cwiertnia,277821_1993.txt_ceo_lastname_157,0.2345719730284374,4,-13.989384651184082,-55.95753860473633,0.2345719730284374,ceo_lastname
-14.386175155639648,-57.544700622558594,-12.694623947143555,-50.77849578857422,patch_random,Cwiertnia,277821_1993.txt_ceo_lastname_157,0.03299336986672079,4,-14.330365180969238,-57.32146072387695,0.03299336986672079,ceo_lastname
-14.386175155639648,-57.544700622558594,-12.694623947143555,-50.77849578857422,patch_bottom,Cwiertnia,277821_1993.txt_ceo_lastname_157,0.010120537627133934,4,-14.36905574798584,-57.47622299194336,0.010120537627133934,ceo_lastname
-14.386175155639648,-57.544700622558594,-12.694623947143555,-50.77849578857422,patch_same_layer,Cwiertnia,277821_1993.txt_ceo_lastname_157,0.03898304129174841,4,-14.320233345031738,-57.28093338012695,0.03898304129174841,ceo_lastname
-13.038597106933594,-26.077194213867188,-13.545160293579102,-27.090320587158203,patch_qr,14400,29989_1993.txt_employees_count_total_56,-0.8999303424515692,2,-12.582725524902344,-25.165451049804688,-0.8999303424515692,employees_count_total
-13.038597106933594,-26.077194213867188,-13.545160293579102,-27.090320587158203,patch_random,14400,29989_1993.txt_employees_count_total_56,-0.4116629327710526,2,-12.830063819885254,-25.660127639770508,-0.4116629327710526,employees_count_total
-13.038597106933594,-26.077194213867188,-13.545160293579102,-27.090320587158203,patch_bottom,14400,29989_1993.txt_employees_count_total_56,0.07925522902272342,2,-13.078744888305664,-26.157489776611328,0.07925522902272342,employees_count_total
-13.038597106933594,-26.077194213867188,-13.545160293579102,-27.090320587158203,patch_same_layer,14400,29989_1993.txt_employees_count_total_56,-0.000463128565242766,2,-13.038362503051758,-26.076725006103516,-0.000463128565242766,employees_count_total
-13.067825317382812,-26.135650634765625,-12.536205291748047,-25.072410583496094,patch_qr,86168,66740_1993.txt_employees_count_total_197,-0.37205530959163613,2,-13.265617370605469,-26.531234741210938,-0.37205530959163613,employees_count_total
-13.067825317382812,-26.135650634765625,-12.536205291748047,-25.072410583496094,patch_random,86168,66740_1993.txt_employees_count_total_197,-0.14353728805045887,2,-13.144132614135742,-26.288265228271484,-0.14353728805045887,employees_count_total
-13.067825317382812,-26.135650634765625,-12.536205291748047,-25.072410583496094,patch_bottom,86168,66740_1993.txt_employees_count_total_197,-0.11508779357208976,2,-13.129008293151855,-26.25801658630371,-0.11508779357208976,employees_count_total
-13.067825317382812,-26.135650634765625,-12.536205291748047,-25.072410583496094,patch_same_layer,86168,66740_1993.txt_employees_count_total_197,0.10765565689109578,2,-13.01059341430664,-26.02118682861328,0.10765565689109578,employees_count_total
-12.756669998168945,-25.51333999633789,-12.962053298950195,-25.92410659790039,patch_qr,2260,55387_1993.txt_employees_count_total_10,-1.0353129643387815,2,-12.544034004211426,-25.08806800842285,-1.0353129643387815,employees_count_total
-12.756669998168945,-25.51333999633789,-12.962053298950195,-25.92410659790039,patch_random,2260,55387_1993.txt_employees_count_total_10,0.23960809806835068,2,-12.80588150024414,-25.61176300048828,0.23960809806835068,employees_count_total
-12.756669998168945,-25.51333999633789,-12.962053298950195,-25.92410659790039,patch_bottom,2260,55387_1993.txt_employees_count_total_10,0.8564635958395245,2,-12.932573318481445,-25.86514663696289,0.8564635958395245,employees_count_total
-12.756669998168945,-25.51333999633789,-12.962053298950195,-25.92410659790039,patch_same_layer,2260,55387_1993.txt_employees_count_total_10,0.051207280832095095,2,-12.767187118530273,-25.534374237060547,0.051207280832095095,employees_count_total
-13.820775985717773,-27.641551971435547,-13.48098373413086,-26.96196746826172,patch_qr,29900,812427_1993.txt_employees_count_total_248,2.166374776170509,2,-13.0846586227417,-26.1693172454834,2.166374776170509,employees_count_total
