ablated_mean_logprob,ablated_sum_logprob,clean_mean_logprob,clean_sum_logprob,condition,gold,idx,mean_logprob_rescue,num_answer_tokens,patched_mean_logprob,patched_sum_logprob,sum_logprob_rescue,task
-0.00416276790201664,-0.012488303706049919,-1.196051380247809e-05,-3.588154140743427e-05,patch_qr,Pritzker,100923_1993.txt_ceo_lastname_190,0.9624918189992863,3,-0.0001676497486187145,-0.0005029492313042283,0.9624918201678875,ceo_lastname
-0.00416276790201664,-0.012488303706049919,-1.196051380247809e-05,-3.588154140743427e-05,patch_bottom,Pritzker,100923_1993.txt_ceo_lastname_190,-0.9160910332267114,3,-0.007965285331010818,-0.023895854130387306,-0.9160908836457604,ceo_lastname
-0.00416276790201664,-0.012488303706049919,-1.196051380247809e-05,-3.588154140743427e-05,patch_same_layer,Pritzker,100923_1993.txt_ceo_lastname_190,-3.9927240868888623,3,-0.02073579654097557,-0.062207385897636414,-3.9927237877269603,ceo_lastname
-0.00416276790201664,-0.012488303706049919,-1.196051380247809e-05,-3.588154140743427e-05,patch_random,Pritzker,100923_1993.txt_ceo_lastname_190,0.4384204210559973,3,-0.0023429691791534424,-0.007028907537460327,0.4384204210559973,ceo_lastname
-0.0035401913337409496,-0.007080382667481899,-0.00011150790669489652,-0.00022301581338979304,patch_qr,Beard,764764_1993.txt_ceo_lastname_45,0.9661124546054721,2,-0.00022769757197238505,-0.0004553951439447701,0.9661124546054721,ceo_lastname
-0.0035401913337409496,-0.007080382667481899,-0.00011150790669489652,-0.00022301581338979304,patch_bottom,Beard,764764_1993.txt_ceo_lastname_45,-0.11962406958934613,2,-0.0039503443986177444,-0.007900688797235489,-0.11962406958934613,ceo_lastname
-0.0035401913337409496,-0.007080382667481899,-0.00011150790669489652,-0.00022301581338979304,patch_same_layer,Beard,764764_1993.txt_ceo_lastname_45,-1.4566457167787883,2,-0.008534568361938,-0.017069136723876,-1.4566457167787883,ceo_lastname
-0.0035401913337409496,-0.007080382667481899,-0.00011150790669489652,-0.00022301581338979304,patch_random,Beard,764764_1993.txt_ceo_lastname_45,-0.5294662471157523,2,-0.005355563480407,-0.010711126960814,-0.5294662471157523,ceo_lastname
-0.14256592094898224,-0.4276977479457855,-1.053001506079454e-05,-3.1590043363394216e-05,patch_qr,Popham,828530_1993.txt_ceo_lastname_113,0.9996432422950686,3,-6.138774915598333e-05,-0.00018416323291603476,0.9996432423124126,ceo_lastname
-0.14256592094898224,-0.4276977479457855,-1.053001506079454e-05,-3.1590043363394216e-05,patch_bottom,Popham,828530_1993.txt_ceo_lastname_113,0.1137808803021331,3,-0.12634584307670593,-0.3790374994277954,0.11378091910908839,ceo_lastname
-0.14256592094898224,-0.4276977479457855,-1.053001506079454e-05,-3.1590043363394216e-05,patch_same_layer,Popham,828530_1993.txt_ceo_lastname_113,0.4802998867350272,3,-0.07409658282995224,-0.22228974103927612,0.4802998860465738,ceo_lastname
-0.14256592094898224,-0.4276977479457855,-1.053001506079454e-05,-3.1590043363394216e-05,patch_random,Popham,828530_1993.txt_ceo_lastname_113,-0.17020297862276,3,-0.16682927310466766,-0.5004878044128418,-0.17020298455241417,ceo_lastname
-0.04935864731669426,-0.19743458926677704,-4.142500529269455e-06,-1.657000211707782e-05,patch_qr,Sudikoff,799319_1993.txt_ceo_lastname_127,0.9985563623952091,4,-7.53925196477212e-05,-0.0003015700785908848,0.9985563623952091,ceo_lastname
-0.04935864731669426,-0.19743458926677704,-4.142500529269455e-06,-1.657000211707782e-05,patch_bottom,Sudikoff,799319_1993.txt_ceo_lastname_127,-0.17885022287658528,4,-0.05818571150302887,-0.23274284601211548,-0.17885022287658528,ceo_lastname
-0.04935864731669426,-0.19743458926677704,-4.142500529269455e-06,-1.657000211707782e-05,patch_same_layer,Sudikoff,799319_1993.txt_ceo_lastname_127,-0.1492440765634888,4,-0.056724514812231064,-0.22689805924892426,-0.1492440765634888,ceo_lastname
-0.04935864731669426,-0.19743458926677704,-4.142500529269455e-06,-1.657000211707782e-05,patch_random,Sudikoff,799319_1993.txt_ceo_lastname_127,0.0928474991351577,4,-0.044776204973459244,-0.17910481989383698,0.0928474991351577,ceo_lastname
-4.503047466278076,-9.006094932556152,-1.1443974472058471e-05,-2.2887948944116943e-05,patch_qr,Goode,40878_1993.txt_ceo_lastname_19,0.9991375348484618,2,-0.003895155619829893,-0.007790311239659786,0.9991375348484618,ceo_lastname
-4.503047466278076,-9.006094932556152,-1.1443974472058471e-05,-2.2887948944116943e-05,patch_bottom,Goode,40878_1993.txt_ceo_lastname_19,-0.1235640067988829,2,-5.059460639953613,-10.118921279907227,-0.1235640067988829,ceo_lastname
-4.503047466278076,-9.006094932556152,-1.1443974472058471e-05,-2.2887948944116943e-05,patch_same_layer,Goode,40878_1993.txt_ceo_lastname_19,-0.48032037947185524,2,-6.665947437286377,-13.331894874572754,-0.48032037947185524,ceo_lastname
-4.503047466278076,-9.006094932556152,-1.1443974472058471e-05,-2.2887948944116943e-05,patch_random,Goode,40878_1993.txt_ceo_lastname_19,0.018752585758830122,2,-4.418603897094727,-8.837207794189453,0.018752585758830122,ceo_lastname
-2.1880624294281006,-4.376124858856201,-0.0013791456585749984,-0.0027582913171499968,patch_qr,McCraw,37748_1993.txt_ceo_lastname_63,-0.8129066093703144,2,-3.9656317234039307,-7.931263446807861,-0.8129066093703144,ceo_lastname
-2.1880624294281006,-4.376124858856201,-0.0013791456585749984,-0.0027582913171499968,patch_bottom,McCraw,37748_1993.txt_ceo_lastname_63,0.07713756442025066,2,-2.0193870067596436,-4.038774013519287,0.07713756442025066,ceo_lastname
-2.1880624294281006,-4.376124858856201,-0.0013791456585749984,-0.0027582913171499968,patch_same_layer,McCraw,37748_1993.txt_ceo_lastname_63,0.28977902595794575,2,-1.5544074773788452,-3.1088149547576904,0.28977902595794575,ceo_lastname
-2.1880624294281006,-4.376124858856201,-0.0013791456585749984,-0.0027582913171499968,patch_random,McCraw,37748_1993.txt_ceo_lastname_63,-0.2202553337111861,2,-2.6696910858154297,-5.339382171630859,-0.2202553337111861,ceo_lastname
-8.144489288330078,-16.288978576660156,-1.6808238797239028e-05,-3.3616477594478056e-05,patch_qr,Goodes,104669_1993.txt_ceo_lastname_84,0.7871484706142271,2,-1.733580231666565,-3.46716046333313,0.7871484706142271,ceo_lastname
-8.144489288330078,-16.288978576660156,-1.6808238797239028e-05,-3.3616477594478056e-05,patch_bottom,Goodes,104669_1993.txt_ceo_lastname_84,-0.09357655671892726,2,-8.906620979309082,-17.813241958618164,-0.09357655671892726,ceo_lastname
-8.144489288330078,-16.288978576660156,-1.6808238797239028e-05,-3.3616477594478056e-05,patch_same_layer,Goodes,104669_1993.txt_ceo_lastname_84,-0.08222785840878927,2,-8.814191818237305,-17.62838363647461,-0.08222785840878927,ceo_lastname
-8.144489288330078,-16.288978576660156,-1.6808238797239028e-05,-3.3616477594478056e-05,patch_random,Goodes,104669_1993.txt_ceo_lastname_84,0.004691163759418263,2,-8.106282234191895,-16.21256446838379,0.004691163759418263,ceo_lastname
-3.4223055839538574,-6.844611167907715,-1.5735404303995892e-05,-3.1470808607991785e-05,patch_qr,Allender,34501_1993.txt_ceo_lastname_220,0.9998681312728298,2,-0.00046702841063961387,-0.0009340568212792277,0.9998681312728298,ceo_lastname
-3.4223055839538574,-6.844611167907715,-1.5735404303995892e-05,-3.1470808607991785e-05,patch_bottom,Allender,34501_1993.txt_ceo_lastname_220,0.019198245743323003,2,-3.3566036224365234,-6.713207244873047,0.019198245743323003,ceo_lastname
-3.4223055839538574,-6.844611167907715,-1.5735404303995892e-05,-3.1470808607991785e-05,patch_same_layer,Allender,34501_1993.txt_ceo_lastname_220,0.492868147129093,2,-1.7355679273605347,-3.4711358547210693,0.492868147129093,ceo_lastname
-3.4223055839538574,-6.844611167907715,-1.5735404303995892e-05,-3.1470808607991785e-05,patch_random,Allender,34501_1993.txt_ceo_lastname_220,0.42661596762037945,2,-1.9623020887374878,-3.9246041774749756,0.42661596762037945,ceo_lastname
-0.00017854366160463542,-0.00035708732320927083,-1.668928234721534e-06,-3.337856469443068e-06,patch_qr,Goldsmith,201461_1993.txt_ceo_lastname_77,0.886100743441501,2,-2.181482886953745e-05,-4.36296577390749e-05,0.886100743441501,ceo_lastname
-0.00017854366160463542,-0.00035708732320927083,-1.668928234721534e-06,-3.337856469443068e-06,patch_bottom,Goldsmith,201461_1993.txt_ceo_lastname_77,-0.2957542702505349,2,-0.00023085511929821223,-0.00046171023859642446,-0.2957542702505349,ceo_lastname
-0.00017854366160463542,-0.00035708732320927083,-1.668928234721534e-06,-3.337856469443068e-06,patch_same_layer,Goldsmith,201461_1993.txt_ceo_lastname_77,-144.86123140055463,2,-0.025800835341215134,-0.05160167068243027,-144.86123140055463,ceo_lastname
-0.00017854366160463542,-0.00035708732320927083,-1.668928234721534e-06,-3.337856469443068e-06,patch_random,Goldsmith,201461_1993.txt_ceo_lastname_77,-0.7144058717097311,2,-0.000304904009681195,-0.00060980801936239,-0.7144058717097311,ceo_lastname
-1.3978041410446167,-4.1934123039245605,-0.03767867758870125,-0.11303602904081345,patch_qr,Berglund,18497_1993.txt_ceo_lastname_35,0.3740578730008413,3,-0.8890385031700134,-2.6671154499053955,0.37405786897990195,ceo_lastname
